landing_page,visits,purchases,sales
https://shop.googlemerchandisestore.com/Google+Redesign/Google+Chrome+Dino+Light+Up+Water+Bottle,16,3,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Camp+Mug+Gray,16,1,59.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google,16,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Light+Up+Pen+Blue,16,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+NYC+Campus+Bottle,16,1,24.0
http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand/Google,16,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/men++s/men++s+t+shirts,16,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Red+Speckled+Tee,15,1,48.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Pen+White,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Red+YoYo,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids/Kids+Toddler,15,1,24.0
https://shop.googlemerchandisestore.com/Google,15,0,0.0
http://shop.googlemerchandisestore.com/google redesign/accessories/google cork tablet case,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Google+Land+and+Sea+Journal+Set,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Hub+Mug+White,15,1,13.0
https://shop.googlemerchandisestore.com/),15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+16oz+tumbler+blue,15,3,216.0
https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Unisex+Tee,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+LA+Campus+Zip+Hoodie,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/YouTube+Jotter+Task+Pad,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Crew+Combed+Cotton+Sock,15,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Yellow+YoYo,14,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+Warm+Gear,14,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/womens,14,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+LA+Campus+Lapel+Pin,14,0,0.0
https://shop.googlemerchandisestore.com/forgot_password.html,14,1,117.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Super+G+Tumbler+Blue+Lid,14,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Google+Jotter+Task+Pad,13,1,116.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Housewares,13,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+wordmark+crew+grey,13,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Google+Land+and+Sea+Tech+Taco,13,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Drinkware/Google Canteen Bottle Black,13,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Small+White+Gift+Bag+5PK,13,1,16.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Unisex+T-Shirt,13,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle/bags/quickview,13,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Cambridge+Campus+Zip+Hoodie,13,1,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Small+Standard+Journal+Navy,13,3,39.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Mural+Sticky+Note+Pad,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Bottle,12,1,44.0
https://shop.googlemerchandisestore.com/shop.axd/Search,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Kirkland+Campus+Mug,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Red+Kids+Sunglasses,12,1,14.0
https://shop.googlemerchandisestore.com/uft,12,0,0.0
https://shop.googlemerchandisestore.com/registersuccess.html,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Grid+Zip+Up,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Waze+Womens+Typography+Short+Sleeve+Tee+MD.axd,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Eco+Tee+Black,12,2,40.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tracking+Hat,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Leash+Red+Yellow,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Zip+Hoodie,12,1,66.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Austin+Campus+Mug,12,2,53.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Card+Holder,12,0,0.0
https://shop.googlemerchandisestore.com/basket.html.,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Android+Iconic+Glass+Bottle+Green,12,1,21.0
https://shop.googlemerchandisestore.com/asearch.html/home,12,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Notebook+Set+Natural,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Iconic+Sticker+Sheet,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+NYC+Campus+Lapel+Pin,11,1,44.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Twill+Cap+Charcoal,11,1,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Pullover+Hoodie,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+NYC+Campus+Mug,11,1,104.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Tee+Charcoal,11,0,0.0
https://shop.googlemerchandisestore.com/asearch.html/quickview,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Garden+Tee+Orange,11,0,0.0
https://shop.googlemerchandisestore.com/eco/home,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Blue+Kids+Sunglasses,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Hero+Onesie+Grey,11,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Google+Confetti+Accessory+Pouch,10,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/mugs/red+shine+15+oz+mug.axd,10,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Essential+Canvas+Tote,10,1,133.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Tee,10,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+FC+Tee+Charcoal,10,1,93.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Bright+Blue,10,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Unisex+Tee,10,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Laptop+Organizer+V2,10,0,0.0
http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand/,10,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Felt+Luggage+Tag,10,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Cork+Pencil+Pouch,10,1,50.0
https://shop.googlemerchandisestore.com/google+redesign/office/writing/maze+pen.axd,10,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Slim+Task+Pad,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/White+Google+Shoreline+Bottle,9,0,0.0
https://shop.googlemerchandisestore.com/basket.html),9,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/quickview,9,0,0.0
https://shop.googlemerchandisestore.com/basket.html/home,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Lumberjack+Pin,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+Tee+White,9,1,25.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+chrome+dinosaur+collectible,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Small+Trace+Journal+Bl,9,1,7.0
https://shop.googlemerchandisestore.com/canada,9,0,0.0
https://shop.googlemerchandisestore.com/yourinfo.html/home,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Austin+Campus+Zip+Hoodie,9,0,0.0
http://shop.googlemerchandisestore.com/Google+Redsign,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Google+Cloud+Pen,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Large+Trace+Journal+Black,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Collar+Blue+Green,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Rolltop+Backpack+Reflective,9,0,0.0
https://shop.googlemerchandisestore.com/ordercompleted.html,9,9,837.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/kids,9,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/mens/mens+warm+gear,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Tech+Fleece+Vest+Charcoal,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Zip+Hoodie,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses+green.axd,9,0,0.0
http://shop.googlemerchandisestore.com/Google+Redsign/Shop+by+Brand,9,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Green,8,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Large+Tote+Canva,8,0,0.0
https://shop.googlemerchandisestore.com/yourinfo.html,8,1,115.0
https://shop.googlemerchandisestore.com/google+redesign/bags/backpacks/home,8,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/,8,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/hats/quickview,8,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Beanie,8,1,10.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/youtube+twill+cap+sandwich+black,8,0,0.0
https://shop.googlemerchandisestore.com/store-pol,8,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Neon+Coral,8,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/new/quickview,8,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Bot+Multicolored,8,0,0.0
https://shop.googlemerchandisestore.com/basket.htmlvid=20160512512,8,1,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Apparel,8,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/nest/nest-usa/quickview,8,0,0.0
https://shop.googlemerchandisestore.com/basket.html/order-confirmed,8,0,0.0
https://shop.googlemerchandisestore.com/store-policies/terms-of-use/,8,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/youtube+25oz+gear+cap+bottle+black,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Super+Hero+3D+Framed+Art,7,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/shop+,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+PNW+Campus+Unisex+Tee,7,2,177.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Mug,7,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/pixel+pen+black,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Pride+Eco-Tee+Black,7,1,60.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Austin+Campus+Bottle,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+SF+Campus+Bottle,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+24oz+Ring+Bottle+Red,7,1,7.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Mountain+View+Campus+Unisex+Tee,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Small+Cable+Organizer+Blue,7,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/waze/waze+pack+of+9+decal+set.axd,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Pen+Black,7,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle/small+goods,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+NYC+Campus+Sticker,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Hero+Tee+Olive,7,1,40.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Sock,7,0,0.0
https://shop.googlemerchandisestore.com/pagenotfound,7,0,0.0
http://shop.googlemerchandisestore.com/google,7,0,0.0
https://shop.googlemerchandisestore.com//,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Navy,7,0,0.0
https://shop.googlemerchandisestore.com/basket.html+,7,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Miscellaneous,7,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel/mens,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Longsleeve+Charcoal,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Discovery+Lt+Rain+Shell,6,0,0.0
http://shop.googlemerchandisestore.com/google+,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+White,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+SM+Sticker+Sheet,6,3,91.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Unisex+Tee,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Key+Ring,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+pen+grey,6,0,0.0
https://googlemerchandisestore.com//,6,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel.,6,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+campus+bike,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Cork+Journal,6,0,0.0
https://shop.googlemerchandisestore.com/home-2,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Cork+Passport+Holder,6,1,90.0
http://shop.googlemerchandisestore.com/google+redesign/shop,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Writing+Set,6,1,212.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Totepak,6,0,0.0
https://shop.googlemerchandisestore.com/eco/organic+cotton+infant+bodysuit+-+white.axd,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+LA+Campus+Unisex+Tee,6,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/office/google+recycled+pen+black,6,0,0.0
https://shop.googlemerchandisestore.com/Y2VydGlmaW,6,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/shop+by,6,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/google+la+campus+tote,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Kids+Playful+Tee,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Chicago+Campus+Zip+Hoodie,6,1,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle,6,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Mural+Notebook,6,0,0.0
https://shop.googlemerchandisestore.com/orlando,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Notebook,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/womens/quickview,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Stan+and+Friends+Onesie+Green,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Red,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens/Womens+Warm+Gear,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Youtube+Favorite+Tee+White,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Android+Jotter+Task+Pad,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Ladies+T-Shirt,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/android+hipster+pin,5,0,0.0
https://shop.googlemerchandisestore.com/homeã€‚,5,0,0.0
https://shop.googlemerchandisestore.com/canada/store-policies/return-policy/,5,0,0.0
https://shop.googlemerchandisestore.com/*,5,0,0.0
https://shop.googlemerchandisestore.com/eco/organic+me-to-we+tee.axd,5,0,0.0
https://shop.googlemerchandisestore.com/basket.html/quickview,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Re,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/office/google+pen+grass+green,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+cambridge+campus+zip+hoodie+sm,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/lifestyle/drinkware/quickview,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/android,5,0,0.0
https://shop.googlemerchandisestore.com/Goo,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/IamRemarkable+Lapel+Pin,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Gift+Cards/Gift+Card++50.00.axd,5,1,100.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Stainless+Bent+Straw+and+Cleaner,5,0,0.0
https://shop.googlemerchandisestore.com/Eco/Organic+Basic+T-Shirt.axd,5,0,0.0
http://shop.googlemerchandisestore.com/Google+Red,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T+Shirts/Men+s+Vintage+Heather+T+shirt.axd,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T-Shirts,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/IamRemarkable+Water+Bottle,5,1,142.0
https://shop.googlemerchandisestore.com/Google+Redesign/Brands/Ingress/,5,0,0.0
http://shop.googlemerchandisestore.com/store.html,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/android+puzzlebot+v2,5,0,0.0
https://shop.googlemerchandisestore.com/Index,5,0,0.0
http://shop.googlemerchandisestore.com/Google+Redesign/Bags,5,0,0.0
https://shop.googlemerchandisestore.com/eco/youtube+organic+cotton+t-shirt+-+black.axd,5,0,0.0
https://shop.googlemerchandisestore.com/home/nest/nest-usa,5,0,0.0
https://shop.googlemerchandisestore.com/Eco/Organic+Cotton+Infant+Bodysuit+-+White.axd,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/ApparelGoogle+Beekeepers+Onesie+Pink,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Wearables/Men+s+T-Shirts/home,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Fun/home,5,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+24oz+ring+bottle+red,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+Green,5,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+NYC+Campus+Ladies+Tee,4,1,14.0
https://shop.googlemerchandisestore.com/google+redesign/new+2015+logo/wireless+gaming+mouse.axd,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/office/writing+instruments,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Stickers/,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Headgear,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/youtube+icon+tee+grey,4,0,0.0
https://shop.googlemerchandisestore.com/shop.axd/checkout,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/mens/mens+t+shirts/quickview,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+thermal+bottle+white+with+box,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Red,4,0,0.0
https://shop.googlemerchandisestore.com/eco/android+napa+perfect+bound+journal.axd,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Waze,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Tudes+Thermal+Bottle,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Yellow+Shades,4,1,4.0
https://shop.googlemerchandisestore.com/eco/chrome+alloy+notepad.axd,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+PNW+Campus+Sticker,4,0,0.0
https://shop.googlemerchandisestore.com/eco/android+window+pad+notebook.axd,4,0,0.0
https://shop.googlemerchandisestore.com/Probando,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Electronic+Accessories,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+Hero+Tee+Black,4,1,99.0
https://shop.googlemerchandisestore.com/google+redesign/electronics/accessories/google+electronics+accessory+pouch.axd,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Gift+Cards/Gift+Card++100.00.axd,4,0,0.0
https://shop.googlemerchandisestore.com/store-policies/return-policy/home,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Campus+Bike+Grid+Task+Pad,4,0,0.0
https://shop.googlemerchandisestore.com/revieworder.html,4,2,144.0
https://shop.googlemerchandisestore.com/google+redesign/brands/android/android+3+in+1+lens+pro.axd,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/google+zip+hoodie+fc,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/mugs+and+cups,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/kids/youtube+kids+tee+black,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/drinkware/google+canteen+bottle+black,4,0,0.0
https://shop.googlemerchandisestore.com/eco/android,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/bags/google+rolltop+backpack+reflective,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/google+clear+framed+gray+shades,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Google+Jumbo+Print+Tee+White,4,0,0.0
https://shop.googlemerchandisestore.com//google+redesign/shop+by+brand/youtube,4,0,0.0
http://shop.googlemerchandisestore.com/Google+,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tonal+Tee+Coral,4,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Accessories/Google Utensil Set,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tonal+Tee+Spearmint,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cambridge+Campus+Mug,4,0,0.0
https://shop.googlemerchandisestore.com/page,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+LA+Campus+Tote,4,1,58.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/bags/google+small+gift+bag+-+mosaic+pattern.axd,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Discovery,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Mesh+Bag+Red,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Ladies+Tee,4,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/accessories/android+super+hero+3d+framed+art,4,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/android+dino+buddies+tee+grey,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Unisex+Tee,4,2,139.0
https://shop.googlemerchandisestore.com/Google+Redesign/Bags/IamRemarkable+Tote,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Austin+Campus+Unisex+Tee,4,1,27.0
https://shop.googlemerchandisestore.com/Google+Redesign/shop+by+brand/youtube,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Unisex+Track+Jacket+Black,4,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mountain+View+Tee+Red,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/mens/,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/wearables/men+s+t-shirts/home,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/men++s/men++s+outerwear,3,0,0.0
https://shop.googlemerchandisestore.com/Google Redesign/Shop by Brand/YouTube,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/android+iconic+crew,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Flower+Onesie+Purple,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/apparel/kids/quickview,3,0,0.0
https://shop.googlemerchandisestore.com/google+redesign/office/google+small+standard+journal+navy,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware.,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Office/IamRemarkable+Journal,3,2,142.0
https://shop.googlemerchandisestore.com/google+redesign/shop+by+brand/google/Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´bojack horsmanÃ°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´Ã°Å¸ Â´,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+Outerwear,3,0,0.0
http://shop.googlemerchandisestore.com/google+redesign/apparel/google+tee+blue,3,0,0.0
https://shop.googlemerchandisestore.com/signin.html/home,3,0,0.0
https://shop.googlemerchandisestore.com/google redesign/apparel/google infant hero onesie grey,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+Dark+Blue,3,0,0.0
https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection/Google+Sunnyvale+Campus+Ladies+Tee,3,1,34.0
